"station_id","longitude","latitude","date","soc","landuse","slope","altitude","precipitation"
"MAR001",-6.24583333333333,34.5291666666667,2020-10-24,39.7999992370605,1,0.0659880042076111,11,553.760009765625
"MAR002",-1.8625,34.7291666666667,2020-01-17,19.3999996185303,1,0.383725106716156,499,332.200012207031
"MAR003",-6.60416666666667,30.6958333333333,2021-04-26,12,4,8.47813320159912,1673,182.600006103516
"MAR004",-2.54583333333333,33.8708333333333,2021-06-15,9.89999961853027,4,0.469833463430405,1135,319.600006103516
"MAR005",-5.2125,32.7458333333333,2023-12-27,17.7000007629395,1,2.69688367843628,1651,311.880004882812
"MAR006",-5.02916666666667,32.1458333333333,2020-03-16,32,4,12.0602722167969,2462,247.199996948242
"MAR007",-2.6125,33.2625,2023-01-16,10.6999998092651,4,0.475575536489487,1241,265.920013427734
"MAR008",-7.59583333333333,29.4541666666667,2022-09-24,3.79999995231628,4,0.736268043518066,390,109.23999786377
"MAR009",-8.77916666666667,32.8208333333333,2020-06-06,28,1,0.475514590740204,111,356.079986572266
"MAR010",-8.42083333333333,33.0791666666667,2021-04-22,35,1,0.491092920303345,85,355.320007324219
"MAR011",-8.6625,31.7791666666667,2021-11-21,10.5,4,0.342927545309067,232,265
"MAR012",-3.64583333333333,33.1625,2023-02-09,7.5,4,0.586917340755463,928,171.600006103516
"MAR013",-4.3125,34.7041666666667,2023-03-30,52.7000007629395,4,14.8662385940552,1174,554.400024414062
"MAR014",-7.99583333333333,30.4875,2023-02-03,9.30000019073486,4,1.55243349075317,980,329
"MAR015",-7.17916666666667,31.8125,2023-03-04,15.6000003814697,1,0.519724190235138,639,358.399993896484
"MAR016",-1.95416666666667,34.7541666666667,2021-06-19,19.2000007629395,1,0.888589203357697,493,312.279998779297
"MAR017",-3.32916666666667,35.1125,2020-10-18,20.2999992370605,4,2.72621202468872,285,302.519989013672
"MAR018",-8.15416666666667,29.1958333333333,2022-10-03,5,4,0.700585424900055,410,109.23999786377
"MAR019",-3.82083333333333,31.8791666666667,2023-05-14,4.69999980926514,4,0.360080242156982,1054,152.360000610352
"MAR020",-7.82916666666667,32.3458333333333,2020-05-24,11.3000001907349,4,1.52169823646545,496,288.200012207031
"MAR021",-3.12916666666667,34.4458333333333,2021-11-28,19,1,0.456814825534821,273,210.880004882812
"MAR022",-8.35416666666667,29.5041666666667,2022-07-21,4.90000009536743,4,4.08577537536621,744,165.600006103516
"MAR023",-5.27916666666667,35.2875,2022-01-22,56.7000007629395,4,21.6642742156982,1068,925.119995117188
"MAR024",-6.30416666666667,34.8041666666667,2023-03-14,46,4,0.951912105083466,2,595.799987792969
"MAR025",-9.0625,28.6291666666667,2023-01-08,5.09999990463257,4,1.3147588968277,257,73.1999969482422
"MAR026",-4.05416666666667,32.1208333333333,2022-05-13,28.7000007629395,4,3.38496565818787,1874,153.320007324219
"MAR027",-6.4875,31.3541666666667,2021-11-22,18.2000007629395,4,7.6849102973938,1869,279.399993896484
"MAR028",-6.35416666666667,34.4541666666667,2022-11-14,41.5999984741211,1,0.0155449658632278,7,560.400024414062
"MAR029",-4.5125,31.7208333333333,2021-04-30,5.09999990463257,4,1.26031589508057,974,117.279998779297
"MAR030",-2.42916666666667,33.9125,2020-07-13,9.60000038146973,4,0.368903607130051,1097,317.079986572266
"MAR031",-7.32083333333333,33.2625,2021-07-21,24,1,0.812042832374573,291,392.679992675781
"MAR032",-4.6875,33.7291666666667,2021-11-14,26,4,11.4964179992676,1168,312
"MAR033",-9.24583333333333,31.3375,2022-01-19,14.1000003814697,1,1.69395434856415,760,332.880004882812
"MAR034",-1.7375,32.9791666666667,2021-08-01,9.60000038146973,4,0.359412312507629,1305,226.199996948242
"MAR035",-10.7875,27.7208333333333,2023-04-02,4.09999990463257,4,0.63736492395401,340,55.8800010681152
"MAR036",-3.54583333333333,33.8875,2023-08-07,16.7999992370605,4,8.05996990203857,971,314.519989013672
"MAR037",-9.44583333333333,27.7458333333333,2020-02-08,4.69999980926514,4,0.0233580693602562,506,54.2000007629395
"MAR038",-5.47083333333333,30.1125,2021-11-30,4.40000009536743,4,1.10479521751404,671,64.8399963378906
"MAR039",-5.62916666666667,34.4625,2023-06-25,24.7999992370605,1,0.210064455866814,32,582.960021972656
"MAR040",-5.77916666666667,32.5958333333333,2021-01-22,38.5999984741211,4,1.66344153881073,1714,445.359985351562
"MAR041",-4.52083333333333,31.2875,2020-10-11,4,4,0.621977269649506,846,99.8000030517578
"MAR042",-7.2125,31.6458333333333,2021-01-26,26.1000003814697,4,2.9533703327179,1067,455.200012207031
"MAR043",-9.17916666666667,28.0291666666667,2023-08-16,5.40000009536743,4,0.269963443279266,540,62.0400009155273
"MAR044",-3.40416666666667,35.0625,2023-11-19,22,4,1.25906372070312,378,324.600006103516
"MAR045",-5.97916666666667,31.6208333333333,2021-06-07,41.2000007629395,4,5.54008722305298,2654,341.200012207031
"MAR046",-5.74583333333333,34.9041666666667,2023-02-08,41.9000015258789,1,5.18003416061401,142,741.840026855469
"MAR047",-3.6375,34.3125,2023-12-25,16.2999992370605,4,1.19561290740967,510,375.399993896484
"MAR048",-4.50416666666667,32.7375,2020-05-10,10.1000003814697,4,1.27682876586914,1271,170.679992675781
"MAR049",-4.54583333333333,35.0375,2021-10-27,53.5,4,15.1828346252441,1270,660.559997558594
"MAR050",-6.79583333333333,32.6291666666667,2020-12-26,21.8999996185303,1,0.738215625286102,519,525.960021972656
"MAR051",-4.70416666666667,30.9958333333333,2022-02-06,3.79999995231628,4,0.101442076265812,692,86.4000015258789
"MAR052",-9.72916666666667,31.0791666666667,2021-04-15,34,4,5.05259275436401,202,269.799987792969
"MAR053",-8.92083333333333,31.4041666666667,2022-07-28,14.6000003814697,4,0.959633588790894,567,298.720001220703
"MAR054",-2.42083333333333,33.5541666666667,2022-01-18,11.8999996185303,4,0.201820358633995,1115,286
"MAR055",-11.0958333333333,28.0458333333333,2021-03-08,7.90000009536743,4,0.433593481779099,330,71.4000015258789
"MAR056",-6.32916666666667,33.3291666666667,2020-08-11,28.6000003814697,1,2.74277210235596,776,514.919982910156
"MAR057",-8.14583333333333,32.9291666666667,2020-03-19,22.8999996185303,1,0.20453605055809,150,337.399993896484
"MAR058",-8.37916666666667,29.8041666666667,2023-08-19,19.7000007629395,4,2.02934622764587,1462,282.079986572266
"MAR059",-7.37083333333333,30.5291666666667,2021-02-07,14.3000001907349,4,1.19988012313843,1568,363.239990234375
"MAR060",-4.9875,32.1208333333333,2022-09-21,28.2999992370605,4,3.38804268836975,2172,224.440002441406
"MAR061",-7.60416666666667,32.9208333333333,2021-07-10,20.6000003814697,1,0.724368393421173,480,369
"MAR062",-5.70416666666667,35.1625,2020-05-26,49,2,5.89863109588623,370,933.640014648438
"MAR063",-4.00416666666667,33.3958333333333,2021-07-31,25.5,4,6.60364389419556,1800,270.399993896484
"MAR064",-4.42083333333333,32.3791666666667,2022-07-06,9.89999961853027,4,1.38373517990112,1676,156.679992675781
"MAR065",-4.6625,34.0125,2021-11-07,28.7999992370605,1,2.07686305046082,437,504.799987792969
"MAR066",-9.52083333333333,29.9541666666667,2020-04-14,5.5,4,1.33053410053253,140,171.199996948242
"MAR067",-6.05416666666667,30.5958333333333,2022-11-22,12.8000001907349,4,1.00543010234833,1572,117.559997558594
"MAR068",-2.42916666666667,33.8541666666667,2020-11-19,10.1999998092651,4,0.144120648503304,1082,313.600006103516
"MAR069",-3.2125,33.0208333333333,2020-03-22,13.8000001907349,4,1.15190148353577,1601,228.800003051758
"MAR070",-6.64583333333333,30.3708333333333,2021-09-04,7.80000019073486,4,5.50863647460938,1075,151.800003051758
"MAR071",-9.89583333333333,28.0875,2020-04-08,4.19999980926514,4,0.347779303789139,339,61
"MAR072",-6.99583333333333,29.5291666666667,2022-12-15,3.29999995231628,4,0.26485675573349,429,92.4400024414062
"MAR073",-9.3625,30.1875,2020-06-01,12.6999998092651,4,0.214742451906204,137,196.800003051758
"MAR074",-3.6125,31.9125,2021-11-09,7.09999990463257,4,1.54067146778107,1009,174.240005493164
"MAR075",-5.69583333333333,30.0291666666667,2020-01-14,5.40000009536743,4,4.86656379699707,717,67.879997253418
"MAR076",-4.75416666666667,33.1625,2022-12-20,21.1000003814697,4,6.31501722335815,1995,272.160003662109
"MAR077",-10.5875,27.7541666666667,2023-01-02,4,4,0.378610193729401,441,60.5999984741211
"MAR078",-5.67083333333333,31.2625,2022-07-05,12.8999996185303,4,2.29912066459656,1705,147.039993286133
"MAR079",-4.9625,32.1208333333333,2020-03-10,21.6000003814697,4,16.796422958374,1872,208.839996337891
"MAR080",-10.7541666666667,27.6958333333333,2022-08-05,4.5,4,7.11127519607544,359,56.2799987792969
"MAR081",-2.82083333333333,32.4541666666667,2021-02-15,8.89999961853027,4,0.596511781215668,1117,258.559997558594
"MAR082",-8.8625,29.6875,2022-02-14,18.6000003814697,4,7.58738899230957,1581,288.399993896484
"MAR083",-5.27083333333333,31.1541666666667,2020-03-30,8.19999980926514,4,3.44250392913818,1066,118.599998474121
"MAR084",-8.17083333333333,32.7625,2020-07-08,22.2999992370605,1,0.415167987346649,185,328.160003662109
"MAR085",-3.79583333333333,33.4958333333333,2020-10-19,15.3000001907349,4,4.99215459823608,1309,243.639999389648
"MAR086",-7.2375,32.3625,2020-11-09,15.3999996185303,1,0.14629128575325,310,334.640014648438
"MAR087",-4.70416666666667,30.3208333333333,2023-09-24,5.80000019073486,4,0.601091623306274,754,61.6800003051758
"MAR088",-10.1541666666667,28.7458333333333,2021-08-18,6.59999990463257,4,1.28269994258881,460,108.400001525879
"MAR089",-10.8458333333333,28.6791666666667,2020-01-11,7.40000009536743,4,0.584742546081543,214,95.4000015258789
"MAR090",-7.77916666666667,30.8125,2023-09-12,22.2999992370605,4,2.10701966285706,1959,474.600006103516
"MAR091",-5.7875,32.8791666666667,2023-04-10,24.1000003814697,4,1.38752901554108,777,638.280029296875
"MAR092",-9.15416666666667,27.6875,2021-01-08,4.80000019073486,4,0.128431111574173,491,49.2000007629395
"MAR093",-6.35416666666667,30.1208333333333,2020-05-11,3.29999995231628,4,0.423006862401962,903,103.199996948242
"MAR094",-5.7125,34.6875,2020-06-07,32.4000015258789,1,1.33384716510773,96,667.599975585938
"MAR095",-2.47916666666667,34.6291666666667,2020-06-28,20.5,4,1.99451768398285,578,287.399993896484
"MAR096",-4.42083333333333,33.2458333333333,2020-07-07,14.3000001907349,4,1.6460587978363,1501,205.360000610352
"MAR097",-8.0375,30.9875,2020-03-05,42.5,4,11.2137546539307,2057,524.880004882812
"MAR098",-8.04583333333333,32.1208333333333,2021-03-07,12.6000003814697,1,0.401483654975891,459,270.519989013672
"MAR099",-3.75416666666667,33.3041666666667,2022-06-08,8.30000019073486,4,0.795398831367493,815,164.960006713867
"MAR100",-8.32083333333333,32.6291666666667,2023-07-08,24.3999996185303,1,0.204201817512512,208,321.760009765625
"MAR101",-1.9875,32.6708333333333,2022-12-02,7.90000009536743,4,0.51873254776001,1264,205.639999389648
"MAR102",-9.15416666666667,30.1875,2021-03-24,12.3000001907349,4,3.0041663646698,396,216.800003051758
"MAR103",-7.30416666666667,30.1875,2022-09-10,11.5,4,4.59192085266113,1168,240.199996948242
"MAR104",-6.6875,31.3458333333333,2021-06-28,37.0999984741211,4,12.1424713134766,2383,407.600006103516
"MAR105",-4.7875,34.7708333333333,2021-08-16,47.9000015258789,1,4.0074725151062,957,760.599975585938
"MAR106",-4.4875,34.9541666666667,2020-03-07,57.9000015258789,4,2.51889657974243,1619,831.880004882812
"MAR107",-4.49583333333333,33.2791666666667,2020-03-09,10.3000001907349,4,1.12058055400848,1593,218.199996948242
"MAR108",-7.24583333333333,33.2375,2021-12-20,23,1,1.0826963186264,411,406.720001220703
"MAR109",-4.6125,32.2291666666667,2023-07-16,6.09999990463257,4,1.45928168296814,1410,150.600006103516
"MAR110",-9.37916666666667,27.7041666666667,2020-10-15,5,4,0.132418990135193,502,51.4000015258789
"MAR111",-8.62916666666667,32.5791666666667,2023-06-20,19.7000007629395,1,0.141097024083138,187,334.079986572266
"MAR112",-6.2125,33.9125,2021-11-20,27.1000003814697,1,0.469916820526123,374,518.599975585938
"MAR113",-5.85416666666667,33.3458333333333,2021-10-11,37.7000007629395,4,4.49271440505981,1270,569.599975585938
"MAR114",-4.17916666666667,31.7541666666667,2021-09-09,6.09999990463257,4,0.56546825170517,1007,121.919998168945
